4096,16002,2048
N0,0,0
N1,1,0
N2,2,0
N3,3,0
N4,4,0
N5,5,0
N6,6,0
N7,7,0
N8,8,0
N9,9,0
N10,10,0
N11,11,0
N12,12,0
N13,13,0
N14,14,0
N15,15,0
N16,16,0
N17,17,0
N18,18,0
N19,19,0
N20,20,0
N21,21,0
N22,22,0
N23,23,0
N24,24,0
N25,25,0
N26,26,0
N27,27,0
N28,28,0
N29,29,0
N30,30,0
N31,31,0
N32,32,0
N33,33,0
N34,34,0
N35,35,0
N36,36,0
N37,37,0
N38,38,0
N39,39,0
N40,40,0
N41,41,0
N42,42,0
N43,43,0
N44,44,0
N45,45,0
N46,46,0
N47,47,0
N48,48,0
N49,49,0
N50,50,0
N51,51,0
N52,52,0
N53,53,0
N54,54,0
N55,55,0
N56,56,0
N57,57,0
N58,58,0
N59,59,0
N60,60,0
N61,61,0
N62,62,0
N63,63,0
N64,0,1
N65,1,1
N66,2,1
N67,3,1
N68,4,1
N69,5,1
N70,6,1
N71,7,1
N72,8,1
N73,9,1
N74,10,1
N75,11,1
N76,12,1
N77,13,1
N78,14,1
N79,15,1
N80,16,1
N81,17,1
N82,18,1
N83,19,1
N84,20,1
N85,21,1
N86,22,1
N87,23,1
N88,24,1
N89,25,1
N90,26,1
N91,27,1
N92,28,1
N93,29,1
N94,30,1
N95,31,1
N96,32,1
N97,33,1
N98,34,1
N99,35,1
N100,36,1
N101,37,1
N102,38,1
N103,39,1
N104,40,1
N105,41,1
N106,42,1
N107,43,1
N108,44,1
N109,45,1
N110,46,1
N111,47,1
N112,48,1
N113,49,1
N114,50,1
N115,51,1
N116,52,1
N117,53,1
N118,54,1
N119,55,1
N120,56,1
N121,57,1
N122,58,1
N123,59,1
N124,60,1
N125,61,1
N126,62,1
N127,63,1
N128,0,2
N129,1,2
N130,2,2
N131,3,2
N132,4,2
N133,5,2
N134,6,2
N135,7,2
N136,8,2
N137,9,2
N138,10,2
N139,11,2
N140,12,2
N141,13,2
N142,14,2
N143,15,2
N144,16,2
N145,17,2
N146,18,2
N147,19,2
N148,20,2
N149,21,2
N150,22,2
N151,23,2
N152,24,2
N153,25,2
N154,26,2
N155,27,2
N156,28,2
N157,29,2
N158,30,2
N159,31,2
N160,32,2
N161,33,2
N162,34,2
N163,35,2
N164,36,2
N165,37,2
N166,38,2
N167,39,2
N168,40,2
N169,41,2
N170,42,2
N171,43,2
N172,44,2
N173,45,2
N174,46,2
N175,47,2
N176,48,2
N177,49,2
N178,50,2
N179,51,2
N180,52,2
N181,53,2
N182,54,2
N183,55,2
N184,56,2
N185,57,2
N186,58,2
N187,59,2
N188,60,2
N189,61,2
N190,62,2
N191,63,2
N192,0,3
N193,1,3
N194,2,3
N195,3,3
N196,4,3
N197,5,3
N198,6,3
N199,7,3
N200,8,3
N201,9,3
N202,10,3
N203,11,3
N204,12,3
N205,13,3
N206,14,3
N207,15,3
N208,16,3
N209,17,3
N210,18,3
N211,19,3
N212,20,3
N213,21,3
N214,22,3
N215,23,3
N216,24,3
N217,25,3
N218,26,3
N219,27,3
N220,28,3
N221,29,3
N222,30,3
N223,31,3
N224,32,3
N225,33,3
N226,34,3
N227,35,3
N228,36,3
N229,37,3
N230,38,3
N231,39,3
N232,40,3
N233,41,3
N234,42,3
N235,43,3
N236,44,3
N237,45,3
N238,46,3
N239,47,3
N240,48,3
N241,49,3
N242,50,3
N243,51,3
N244,52,3
N245,53,3
N246,54,3
N247,55,3
N248,56,3
N249,57,3
N250,58,3
N251,59,3
N252,60,3
N253,61,3
N254,62,3
N255,63,3
N256,0,4
N257,1,4
N258,2,4
N259,3,4
N260,4,4
N261,5,4
N262,6,4
N263,7,4
N264,8,4
N265,9,4
N266,10,4
N267,11,4
N268,12,4
N269,13,4
N270,14,4
N271,15,4
N272,16,4
N273,17,4
N274,18,4
N275,19,4
N276,20,4
N277,21,4
N278,22,4
N279,23,4
N280,24,4
N281,25,4
N282,26,4
N283,27,4
N284,28,4
N285,29,4
N286,30,4
N287,31,4
N288,32,4
N289,33,4
N290,34,4
N291,35,4
N292,36,4
N293,37,4
N294,38,4
N295,39,4
N296,40,4
N297,41,4
N298,42,4
N299,43,4
N300,44,4
N301,45,4
N302,46,4
N303,47,4
N304,48,4
N305,49,4
N306,50,4
N307,51,4
N308,52,4
N309,53,4
N310,54,4
N311,55,4
N312,56,4
N313,57,4
N314,58,4
N315,59,4
N316,60,4
N317,61,4
N318,62,4
N319,63,4
N320,0,5
N321,1,5
N322,2,5
N323,3,5
N324,4,5
N325,5,5
N326,6,5
N327,7,5
N328,8,5
N329,9,5
N330,10,5
N331,11,5
N332,12,5
N333,13,5
N334,14,5
N335,15,5
N336,16,5
N337,17,5
N338,18,5
N339,19,5
N340,20,5
N341,21,5
N342,22,5
N343,23,5
N344,24,5
N345,25,5
N346,26,5
N347,27,5
N348,28,5
N349,29,5
N350,30,5
N351,31,5
N352,32,5
N353,33,5
N354,34,5
N355,35,5
N356,36,5
N357,37,5
N358,38,5
N359,39,5
N360,40,5
N361,41,5
N362,42,5
N363,43,5
N364,44,5
N365,45,5
N366,46,5
N367,47,5
N368,48,5
N369,49,5
N370,50,5
N371,51,5
N372,52,5
N373,53,5
N374,54,5
N375,55,5
N376,56,5
N377,57,5
N378,58,5
N379,59,5
N380,60,5
N381,61,5
N382,62,5
N383,63,5
N384,0,6
N385,1,6
N386,2,6
N387,3,6
N388,4,6
N389,5,6
N390,6,6
N391,7,6
N392,8,6
N393,9,6
N394,10,6
N395,11,6
N396,12,6
N397,13,6
N398,14,6
N399,15,6
N400,16,6
N401,17,6
N402,18,6
N403,19,6
N404,20,6
N405,21,6
N406,22,6
N407,23,6
N408,24,6
N409,25,6
N410,26,6
N411,27,6
N412,28,6
N413,29,6
N414,30,6
N415,31,6
N416,32,6
N417,33,6
N418,34,6
